literature_review,title,abstract,references
0,Frame misalignment - interpreting the implementation of information systems security certification in an organization,,"['10.1201/1078.10580530/45769.23.1.20061201/91775.9', '10.1145/196734.196745', '10.1016/j.infoandorg.2006.11.001', '10.1177/0170840605054599', '10.1111/j.1365-2575.2006.00219.x', '10.1046/j.1365-2575.1998.00040.x', '10.1046/j.1365-2575.2001.00099.x', '10.1057/ejis.1995.9', '10.1057/palgrave.ejis.3000589', '10.5465/amr.1984.4277657', '10.5465/amr.2007.25275685', '10.1057/palgrave.ejis.3000313', '10.1057/palgrave.ejis.3000537', '10.1057/palgrave.ejis.3000521', '10.1145/1145287.1145316', '10.2307/2095101', '10.1080/095373200107210', '10.2307/25148767', '10.2307/25148768', '10.1287/orsc.8.3.235', '10.1287/orsc.5.3.363', '10.1287/orsc.14.6.720.24873', '10.1287/orsc.11.4.404.14600', '10.2307/249410', '10.17705/1jais.00025', '10.17705/1jais.00095', '10.1080/01972243.1993.9960143', '10.2307/2393924', '10.2307/3094804', '10.1177/0021886305285126', '10.1016/j.jebo.2004.09.012', '10.1016/j.cose.2004.01.012', '10.1108/09685229810240158', '10.1108/09685229610126931', '10.1108/09685220010371394', '10.1108/09685229910255223', '10.1108/09685229810227649']"
0,A legitimacy challenge of a cross-cultural interorganizational information system,,"['10.1145/196734.196744', '10.1509/jmkg.65.3.17.18331', '10.1109/17.482083', '10.1007/978-3-642-14874-3_9', '10.1016/s0963-8687(03)00034-9', '10.5465/amr.1995.9508080331', '10.5465/amr.1999.1580441', '10.5465/amr.2002.7389921', '10.1177/0018726700534001', '10.1046/j.1365-2575.2001.00095.x', '10.1057/ejis.2013.7', '10.1057/ejis.2010.44', '10.1057/ejis.2008.50', '10.1057/palgrave.ejis.3000671', '10.1057/palgrave.ejis.3000589', '10.5465/amr.1989.4308385', '10.5465/amr.1991.4279002', '10.5465/amr.1994.9412190214', '10.1057/palgrave.ejis.3000260', '10.1057/jit.2009.13', '10.2307/25148818', '10.2307/20650324', '10.2307/30036518', '10.2307/4132313', '10.2307/3250927', '10.1287/orsc.8.3.235', '10.1287/orsc.8.5.458', '10.1287/orsc.11.4.404.14600', '10.2307/249629', '10.2307/249410', '10.1287/isre.1110.0393', '10.1287/isre.10.2.167', '10.1287/isre.5.2.139', '10.1287/isre.2.2.143', '10.17705/1jais.00219', '10.17705/1jais.00171', '10.17705/1jais.00049', '10.17705/1jais.00025', '10.1287/isre.12.3.304.9708', '10.1177/017084069701800106', '10.1057/palgrave.jit.2000131', '10.1080/01972240152493056', '10.1108/09593840910937508', '10.4018/jgim.2002010103']"
0,Examining the Mediating Roles of Cognitive Load and Performance Outcomes in User Satisfaction with a Website - A Field Quasi-Experiment,,
0,The effect of online social value on satisfaction and continued use of social media,,"['10.1007/bf02894351', '10.1287/mksc.4.3.199', '10.1016/j.csda.2004.03.005', '10.1509/jmkg.73.5.90', '10.1509/jmkg.72.3.48', '10.1509/jmkg.71.3.143', '10.2307/1251446', '10.2307/1251947', '10.1108/03090569610106626', '10.1002/mar.20030', '10.2307/1251244', '10.1177/0165551506075323', '10.1109/tem.2010.2058851', '10.2307/1252099', '10.1509/jmkg.70.2.122', '10.1509/jmkg.69.3.19.66363', '10.1509/jmkg.69.2.1.60755', '10.1509/jmkg.68.1.1.24036', '10.1509/jmkg.66.4.102.18517', '10.1509/jmkg.66.1.15.18449', '10.1509/jmkg.66.2.120.18470', '10.1016/j.im.2009.03.004', '10.1177/014920638601200408', '10.1287/serv.1.1.32', '10.1086/225469', '10.4135/9781452229102.n2', '10.1002/asi.4630310203', '10.1007/s11747-007-0027-3', '10.1007/bf02723327', '10.1509/jmkr.38.2.269.18845', '10.1007/978-3-642-52512-4', '10.2307/3150876', '10.5465/amr.1998.533225', '10.1002/(sici)1099-0771(199909)12:3<183::aid-bdm318>3.0.co;2-f', '10.1111/j.1365-2575.2011.00373.x', '10.2307/3151312', '10.1057/palgrave.ejis.3000711', '10.1057/palgrave.ejis.3000680', '10.1057/palgrave.ejis.3000619', '10.1111/j.1467-8551.2006.00500.x', '10.1002/(sici)1099-0992(199903/05)29:2/3<371::aid-ejsp932>3.0.co;2-u', '10.1086/209437', '10.1086/209358', '10.2753/mis0742-1222260305', '10.1057/jit.2010.6', '10.1086/324071', '10.1080/00223980.1994.9712742', '10.2307/41410412', '10.2307/41703491', '10.2307/25148814', '10.2307/25148783', '10.2307/25148827', '10.2307/20650278', '10.2307/20650323', '10.2307/20650284', '10.2307/30036540', '10.2307/25148670', '10.2307/25148853', '10.2307/25148660', '10.2307/3250921', '10.2307/3250956', '10.1086/376806', '10.1287/orsc.12.2.198.10116', '10.2307/249633', '10.2307/3250951', '10.2307/249751', '10.2307/248922', '10.2307/249008', '10.1287/isre.1120.0470', '10.1287/isre.6.2.144', '10.1177/1094670506293731', '10.17705/1jais.00022', '10.2307/2655233', '10.1287/isre.1070.0122', '10.1287/isre.1060.0096', '10.1287/isre.1060.0080', '10.1287/isre.1040.0015', '10.1287/isre.14.2.189.16018', '10.1146/annurev.so.02.080176.002003', '10.1007/s11747-010-0202-9', '10.1016/s0022-4359(00)00045-2', '10.1016/s0022-4359(01)00041-0', '10.1016/j.jretai.2006.10.004', '10.1016/j.jretai.2005.07.005', '10.1037/0022-3514.51.6.1173', '10.1007/s11747-009-0163-z', '10.1037/0021-9010.90.4.710', '10.1037/0021-9010.88.5.879', '10.1016/j.emj.2008.02.002', '10.1177/109467050133004']"
0,On Self-Selection Biases in Online Product Reviews,,
0,Network-Based Modeling and Analysis of Systemic Risk in Banking Systems,,
0,A comprehensive analysis of U.S. counties' e-Government portals - development status and functionalities,,"['10.1002/pad.361', '10.1145/357489.357499', '10.1145/357489.357509', '10.1177/0894439304263636', '10.1108/10662240010312138', '10.1108/09513550310472320', '10.1111/j.1365-2575.2005.00185.x', '10.1111/j.1540-6210.2005.00431.x', '10.1111/0033-3352.00197', '10.1086/208674', '10.1086/209256', '10.1057/palgrave.ejis.3000551', '10.1057/palgrave.ejis.3000378', '10.1177/0885412203254706', '10.1080/105846000198486', '10.2307/249008', '10.1080/07421222.1994.11518044', '10.1108/09593840510615879', '10.4018/jgim.2006010103', '10.1007/978-1-349-16221-5']"
0,Sharing Is Caring - Social Support Provision and Companionship Activities in Healthcare Virtual Support Communities,,
0,Growing on Steroids - Rapidly Scaling the User Base of Digital Ventures Through Digital Innovation,,
0,Social Network Integration and User Content Generation - Evidence from Natural Experiments,,
0,"Social Influence, Competition, and Free Riding: Examining Seller Interactions Within an Online Social Network","Online social networks are increasingly being used to conduct commercial activities, and many online social networking platforms allow users to sell products to their online connections. Although extensive research has been conducted on the interactions among buyers within a social network, interactions among sellers have rarely been explored. Using seller data from a company that sells on a major online social networking platform in China, we empirically examine how sellers’ efforts and sales performance are affected by the efforts and sales performance of other sellers they are connected to (i.e., their inviters and invitees) and the commissions they themselves have received. We find evidence for social influence and competition effects in the “inviter-to-invitee” direction and sellers’ free-riding behavior driven by the commissions they receive from their invitees’ sales. These results extend the social network literature that has largely focused on connected buyers (or users) to connected sellers and offer implications for social networking platforms to promote seller participation.",
0,Enacting Clan Control in Complex IT Projects - A Social Capital Perspective,,
0,Opportunities to learn from 'failure' with electronic commerce - a case study of electronic banking,"This study reports on the experience of the First Atlantic Bank of Nigeria as it embarked on the implementation and introduction of Internet and mobile banking services. Based on the concept of a logic of opposition the study conceptualizes the case company's effort with a specific emphasis on the mode and impact of learning that occurred intra- and inter-organizationally. The case considers how being a first mover in a given market can be crucial, not necessarily because of the immediate commercial benefit, but more because of the opportunity for developing customers’ trust in order to ensure the success of future innovations. In addition, the case illustrates the problematic nature of evaluating the success or failure of an innovation. Further, it shows how failure can be an intermediate step to future success, while making the point, counter-intuitively perhaps, that blindly listening to customers may prove to be a barrier to successful innovations. Thus, firms might capitalize from what might initially be perceived as failure, in particular through transforming an opposing force into a promoting one.","['10.1080/10580539708907060', '10.2307/3069400', '10.2307/41166111', '10.5465/amr.1985.4279103', '10.5465/amr.1998.1255633', '10.5465/amr.2000.3312917', '10.2307/257374', '10.1016/0167-2681(81)90012-3', '10.2307/256434', '10.1177/026839620001500402', '10.1111/j.1467-8551.1991.tb00014.x', '10.2307/249774', '10.1287/orsc.7.1.88', '10.1287/orsc.7.3.211', '10.1287/orsc.2.1.71', '10.1287/orsc.3.1.20', '10.2307/249410', '10.1287/isre.10.2.167', '10.1002/dir.1020', '10.1016/0090-2616(93)90052-3', '10.5465/1556334', '10.1146/annurev.so.14.080188.001535', '10.2307/2393551', '10.1023/a:1008029924987', '10.1111/j.1467-6486.1993.tb00325.x', '10.1016/s0167-7187(98)00020-4']"
0,The process of global knowledge integration - a case study of a multinational investment bank's Y2K program,,"['10.1177/a014106', '10.1016/s0268-4012(98)00043-7', '10.1016/s0268-4012(99)00012-2', '10.1017/cbo9780511815355', '10.2307/41165942', '10.1145/315762.315767', '10.2307/591263', '10.1016/s0737-6782(98)00033-2', '10.2307/3152067', '10.5465/amr.1981.4285776', '10.5465/amr.1990.4308154', '10.5465/amr.1985.4279103', '10.5465/amr.1998.533225', '10.5465/amr.1991.4278992', '10.5465/amr.1982.4285328', '10.5465/amr.1989.4308385', '10.1177/001872678403701002', '10.2307/259057', '10.2307/248698', '10.2307/249774', '10.1287/orsc.2.1.14', '10.1287/orsc.6.4.350', '10.1287/orsc.2.1.40', '10.1287/orsc.2.1.88', '10.1287/orsc.5.1.14', '10.1287/orsc.7.4.375', '10.1287/orsc.2.1.71', '10.2307/248684', '10.1287/isre.2.1.1', '10.1016/0090-2616(84)90011-1', '10.1177/017084069501600604', '10.1016/0737-6782(90)90052-g', '10.1080/07421222.1998.11518185', '10.3233/hsm-1992-11403', '10.2307/2392358', '10.1177/017084069501600605', '10.1177/0021886396321007', '10.1080/0267257x.1988.9964044', '10.1111/j.1467-6486.1994.tb00638.x', '10.1111/j.1467-6486.1996.tb00162.x', '10.1287/mnsc.40.4.429', '10.1111/1467-9310.00093', '10.1111/1467-9310.00128', '10.1002/smj.4250171106', '10.1002/smj.4250150907', '10.1145/323830.323845', '10.1145/315762.315770']"
0,Developing information processing capability for operational agility - implications from a Chinese manufacturer,,"['10.1287/mnsc.48.4.484.204', '10.1080/00207540600690511', '10.1177/014920630102700306', '10.1109/tem.2007.906854', '10.1016/j.infoandorg.2011.07.001', '10.1016/j.infoandorg.2007.09.001', '10.1287/inte.4.3.28', '10.1108/09574090310806512', '10.1108/10878570510631657', '10.1103/physreve.69.066133', '10.1016/0378-8733(94)00245-6', '10.1016/0378-8733(78)90021-7', '10.5465/amr.1979.4289199', '10.5465/amr.1999.2553249', '10.1057/ejis.1995.9', '10.1057/palgrave.ejis.3000589', '10.5465/amr.2006.19379631', '10.5465/amr.1989.4308385', '10.1057/palgrave.ejis.3000600', '10.1057/palgrave.ejis.3000601', '10.2307/257550', '10.1016/j.ejor.2005.07.009', '10.1080/07421222.1999.11518261', '10.2753/mis0742-1222240106', '10.1177/009539978701900101', '10.2307/25148789', '10.2307/30036530', '10.2307/23043496', '10.2307/20721414', '10.2307/25148695', '10.2307/41409967', '10.25300/misq/2013/37.1.07', '10.1177/014920639602200105', '10.1287/orsc.1090.0458', '10.1287/orsc.10.6.722', '10.1287/orsc.10.6.741', '10.1287/orsc.1.3.293', '10.1287/orsc.10.6.777', '10.1287/orsc.1040.0084', '10.1287/orsc.1030.0054', '10.2307/249410', '10.1287/isre.1110.0386', '10.1287/isre.8.3.215', '10.2307/3010243', '10.17705/1jais.00147', '10.1080/07421222.2003.11045841', '10.1080/07421222.1998.11518185', '10.1287/isre.1080.0169', '10.2307/2392231', '10.2307/2989877', '10.1007/s10799-007-0024-8', '10.1287/mnsc.31.2.134', '10.1108/02635570310456850', '10.1287/mnsc.25.9.833', '10.1016/s0019-8501(99)00110-8']"
0,Altruism or Shrewd Business? Implications of Technology Openness on Innovations and Competition,,
0,Platform Sponsor Investments and User Contributions in Knowledge Communities - The Role of Knowledge Seeding,,
0,The Role of Online Trading Communities in Managing Internet Auction Fraud,,
0,Participation in Open Knowledge Communities and Job-Hopping - Evidence from Enterprise Software,,
0,Influencing the effectiveness of IT governance practices through steering committees and communication policies,,"['10.2307/2093182', '10.2307/2096399', '10.1086/261409', '10.2307/3069353', '10.2307/256097', '10.1145/32206.32213', '10.1145/214956.214965', '10.1145/196734.196745', '10.1109/tem.2007.906848', '10.17705/1cais.01538', '10.1007/978-3-642-02388-0_12', '10.1016/s0963-8687(03)00021-0', '10.1111/1540-5915.02316', '10.5465/amr.1990.4308227', '10.5465/amr.1989.4308385', '10.1016/0305-0483(95)00055-0', '10.1016/s0923-4748(00)00018-7', '10.2307/257888', '10.2307/257090', '10.2307/256641', '10.1080/07421222.2000.11518269', '10.2753/mis0742-1222230306', '10.2307/30036550', '10.2307/25148647', '10.2307/4132312', '10.2307/3250931', '10.2307/249575', '10.2307/3250980', '10.2307/249393', '10.1080/713698465', '10.1287/orsc.6.4.445', '10.1287/orsc.9.2.176', '10.1287/orsc.8.2.109', '10.2307/249730', '10.2307/249271', '10.2307/249507', '10.2307/249562', '10.2307/249754', '10.2307/248710', '10.2307/249382', '10.1287/isre.10.4.304', '10.1002/sdr.256', '10.1080/07421222.1999.11518227', '10.1287/isre.8.1.69', '10.1016/s0167-9236(97)00006-7', '10.1287/mnsc.33.10.1317', '10.2307/256133', '10.1287/mnsc.30.8.905', '10.1145/20724.20726', '10.1287/mnsc.32.5.554', '10.1287/mnsc.27.4.459', '10.1287/mnsc.34.7.816', '10.1002/smj.4250120302', '10.5465/ame.1988.4277259', '10.1002/(sici)1097-0266(199804)19:4<293::aid-smj982>3.0.co;2-m', '10.1002/(sici)1097-0266(200003)21:3<369::aid-smj93>3.0.co;2-m']"
0,Transfer of knowledge in knowledge management systems - unexplored issues and suggested studies,,"['10.2307/41165944', '10.2307/41165948', '10.1037/0003-066x.51.11.1153', '10.5465/amr.1979.4498384', '10.2307/257012', '10.1287/orsc.2.1.1', '10.1287/orsc.7.2.119', '10.1287/orsc.11.5.538.15204', '10.1287/isre.5.4.400', '10.1080/01972243.1993.9960143', '10.2307/2393553', '10.1111/1467-8691.00122', '10.1287/mnsc.40.4.429', '10.1002/smj.4250171105']"
0,Foreword to the special issue of ICIS teaching cases,,
0,Cybercrime Deterrence and International Legislation - Evidence from Distributed Denial of Service Attacks,,
0,The Value of Privacy Assurance - An Exploratory Field Experiment,,
0,Platform Signaling for Generating Platform Content,,
0,Factors affecting the buy vs build decision in large Australian organisations,"When developing an information system, organisations are faced with a fundamental choice: to buy a pre-developed package (potentially customise it or redesign/reengineer the business processes of the company concerned to fit the package), or to build the system in-house. Past literature has indicated the importance of the buy vs build decision to the organisation even suggesting that correctly managing the choice could be the key to managing IT. This research aims to identify the factors that an organisation should consider when making an information systems buy vs build decision. Interviews were conducted with 10 organisations across a spread of industries, involving key strategic IT decision-making personnel at the senior IT executive level. By examining the operational approaches adopted in each of these organisations and the key drivers behind these approaches, we identify the core factors that affect real-world buy vs build decisions in large Australian organisations with a turnover in excess of $750 million. We found that a number of core factors - strategy, commodity and competitive advantage, maturity, cost and requirements fit - critically affect buy vs build, while peripheral factors - risk, time and timing, political factors, and ongoing support - are secondary considerations.","['10.1080/002075499190248', '10.1016/0024-6301(86)90009-9', '10.1287/mnsc.47.1.189.10662', '10.1109/17.584921', '10.1109/17.65757', '10.1016/0963-8687(92)90037-w', '10.1108/00251749710160331', '10.1108/eb054719', '10.1108/01443570010348271', '10.1002/jsc.729', '10.1111/j.1365-2575.2006.00218.x', '10.1046/j.1365-2575.2002.00132.x', '10.1177/1525822x02239569', '10.1057/ejis.1993.38', '10.1109/mim.2004.1337916', '10.1080/02683960010009051', '10.1177/026839620001500405', '10.1093/icc/9.1.1', '10.1111/j.1745-493x.2005.tb00183.x', '10.1111/j.1745-493x.2004.tb00252.x', '10.2307/248684', '10.2307/2392045', '10.1016/0377-2217(94)90231-3', '10.5465/ame.1992.4274302', '10.1145/233977.233986', '10.1002/(sici)1097-0266(199809)19:9<853::aid-smj977>3.0.co;2-b']"
0,"Same technology, different outcome? Reinterpreting Barley's Technology as an Occasion for Structuring",,"['10.2307/2392767', '10.1177/0049124197025004003', '10.2307/2984125', '10.1504/ijtm.1998.002664', '10.1016/0378-7206(89)90046-3', '10.1016/0378-7206(92)90040-m', '10.1177/089124168201100306', '10.5465/amr.1990.4308227', '10.2307/3001536', '10.2307/255924', '10.4135/9781412985154', '10.2307/20650310', '10.2307/25148831', '10.2307/3250927', '10.2307/249774', '10.1287/orsc.3.3.398', '10.1287/orsc.6.6.645', '10.1287/orsc.6.5.541', '10.1287/orsc.5.2.121', '10.2307/249667', '10.1037/11773-000', '10.1177/017084069701800203', '10.1080/07421222.1997.11518166', '10.1287/isre.7.1.93', '10.2307/2391876', '10.1086/295261', '10.1017/s0266462300010436', '10.1037/0022-3514.51.6.1173', '10.1111/j.1467-6486.1989.tb00748.x', '10.2307/256966', '10.1287/mnsc.34.5.583', '10.1007/978-1-349-16161-4', '10.1145/358769.358786', '10.1287/mnsc.40.12.1628', '10.1145/105783.105796', '10.2307/1388934', '10.1086/224639', '10.1016/0048-7333(88)90006-6']"
0,A critical perspective of engagement in online health communities,,"['10.1108/09513579710194027', '10.1108/01409171211256578', '10.5465/amj.2010.51468988', '10.1108/jstp-02-2016-0020', '10.1177/1094670511411703', '10.1177/0741088398015004003', '10.1080/1369118x.2013.871318', '10.1016/j.pec.2005.10.003', '10.1016/j.pec.2004.05.008', '10.4135/9781412985383', '10.1016/j.jbusres.2011.07.029', '10.1080/02614369400390061', '10.4018/jicte.2008070104', '10.1371/journal.pone.0158382', '10.1016/j.ijinfomgt.2016.04.010', '10.1525/cmr.2011.53.4.80', '10.1177/0002764289032005008', '10.1177/0957926502013002406', '10.4135/9781446221822', '10.1016/0956-5221(88)90013-9', '10.1177/0170840605054610', '10.1111/j.1365-2729.2010.00387.x', '10.1111/jcc4.12030', '10.1111/j.1083-6101.2012.01574.x', '10.1111/j.1083-6101.2009.01474.x', '10.1016/j.chb.2012.03.012', '10.1377/hlthaff.2014.0375', '10.1377/hlthaff.2012.1085', '10.1377/hlthaff.2012.1120', '10.1093/jamia/ocw093', '10.1093/jamia/ocv190', '10.1111/j.1365-2575.2008.00296.x', '10.1111/j.1365-2575.2007.00230.x', '10.1111/j.1365-2575.2005.00187.x', '10.1080/0960085x.2018.1471789', '10.1057/ejis.2011.18', '10.1057/ejis.2011.21', '10.1057/ejis.2010.67', '10.1093/fampra/18.2.181', '10.14742/ajet.875', '10.4337/9781845426743.00009', '10.1007/1-4020-8095-6_14', '10.1111/j.1460-2466.2010.01496.x', '10.2753/mis0742-1222290303', '10.1002/j.1681-4835.2004.tb00131.x', '10.1377/hlthaff.var.54', '10.1017/cbo9780511895425', '10.2307/23043487', '10.25300/misq/2013/37.2.05', '10.2307/4132331', '10.4324/9781315739342-2', '10.1108/jpbm-06-2014-0635', '10.1287/orsc.7.2.191', '10.1287/orsc.1050.0133', '10.2307/249417', '10.1002/asi.21685', '10.1287/isre.2016.0648', '10.1287/isre.2015.0565', '10.1287/isre.2014.0525', '10.1287/isre.2.1.1', '10.4337/9781845426743', '10.2501/ija-30-1-047-075', '10.4324/9780203927939', '10.2753/mtp1069-6679200201', '10.1111/j.1467-8535.2012.01284.x', '10.1001/jama.1992.03480160079038', '10.1080/0268396022000017770', '10.1080/02683960210164336', '10.1097/01974520-201110000-00002', '10.1007/s11948-013-9496-6', '10.1177/1350508410364441', '10.1080/08838151.2013.787079', '10.4324/9781315834368', '10.1177/106591290105400103', '10.1016/j.pec.2008.07.044', '10.1177/014572170302900310']"
0,Complementor dedication in platform ecosystems - rule adequacy and the moderating role of flexible and benevolent practices,,"['10.1287/mksc.4.3.234', '10.4337/9781849803311.00013', '10.4337/9781849803311.00008', '10.4337/9781849803311.00014', '10.1111/j.1467-6451.2010.00426.x', '10.2307/1252040', '10.1109/tem.2011.2111421', '10.1177/002224379202900407', '10.1207/s15328007sem0904_8', '10.1111/isj.12186', '10.1111/isj.12038', '10.1111/j.1365-2575.2012.00406.x', '10.2307/3172712', '10.5465/amr.1994.9410122009', '10.5465/amr.1998.1255632', '10.4337/9781847202819.00023', '10.1177/1094428115619013', '10.2307/256729', '10.2753/mis0742-1222300304', '10.2753/mis0742-1222290205', '10.2753/mis0742-1222280409', '10.2753/mis0742-1222270203', '10.2753/mis0742-1222250208', '10.2753/mis0742-1222230402', '10.1093/icc/10.1.179', '10.1287/orsc.2019.1290', '10.1287/orsc.2017.1122', '10.1287/orsc.2014.0895', '10.1287/orsc.1110.0678', '10.1287/orsc.1100.0618', '10.2307/41703467', '10.2307/41410419', '10.2307/41703491', '10.25300/misq/2018/13737', '10.25300/misq/2018/12361', '10.2307/20650281', '10.2307/20650297', '10.2307/23044045', '10.2307/30036541', '10.25300/misq/2016/40.1.03', '10.1093/oxfordhb/9780199755615.013.007', '10.1287/orsc.14.1.45.12811', '10.1287/isre.2018.0794', '10.1287/isre.2018.0786', '10.1287/isre.2018.0779', '10.1287/isre.2017.0701', '10.1287/isre.2013.0501', '10.1287/isre.1110.0395', '10.1287/isre.1100.0323', '10.1177/1094428109351241', '10.2307/3556620', '10.17705/1jais.00302', '10.1080/07421222.2015.1138365', '10.1080/07421222.1999.11518221', '10.1287/isre.1070.0164', '10.1287/isre.13.3.334.81', '10.1057/palgrave.jibs.8400033', '10.1287/mnsc.1120.1618', '10.1111/joms.12351', '10.1016/j.elerap.2009.04.009', '10.1287/mnsc.1100.1215', '10.1177/109442819922004', '10.1287/mnsc.31.2.134', '10.1287/mnsc.41.12.1845', '10.24251/hicss.2019.732', '10.1002/smj.2932', '10.1002/smj.2596', '10.1002/smj.2324', '10.1002/smj.2066', '10.1002/smj.1975', '10.1177/002224299005400407', '10.1177/002224299205600203', '10.1177/002224299606000404', '10.1177/002224299405800201', '10.1002/smj.465', '10.1002/smj.249', '10.1037/0021-9010.88.5.879', '10.2307/1912352', '10.1287/mnsc.1060.0549', '10.1177/002224299706100403', '10.1509/jm.09.0199']"
0,IT alignment in small firms,,
0,"IT to support knowledge sharing in communities, towards a social capital analysis","Ignoring the informal, non-canonical nature of knowledge sharing, including people's motivation, ability and opportunity to share knowledge, is one of the key causes of resistance to use knowledge-sharing tools. In order to improve knowledge sharing supported by information technology (IT), tools need to be embedded in the social networks of which it is part. This has implications for our knowledge on the design requirements of such socially embedded IT. The paper reviews tools that are designed for the purpose to foster social capital. We will then discuss what is needed for an IS design theory related to knowledge communities and how such a theory could incorporate social capital theory.","['10.1016/s0003-6870(00)00009-0', '10.1007/978-0-387-35309-8_23', '10.1016/s0923-8433(96)80005-0', '10.1177/001872679304600106', '10.1145/267658.267732', '10.1017/cbo9780511803932', '10.1017/cbo9780511815478', '10.2307/41165946', '10.2307/41165951', '10.1145/192844.193064', '10.1145/192844.193065', '10.1145/290159.290160', '10.1177/00027640121957286', '10.1504/ijtm.1999.002780', '10.1145/332040.332408', '10.1007/978-94-015-9992-4', '10.5465/amr.1998.533225', '10.5465/amr.2002.5922314', '10.1023/a:1011216431296', '10.1145/500286.500323', '10.1111/1467-8551.00188', '10.1145/225434.225441', '10.2307/25148667', '10.2307/249395', '10.1109/caia.1988.196129', '10.1016/s0959-8022(99)00018-1', '10.1287/orsc.6.4.350', '10.1287/orsc.5.2.121', '10.1287/orsc.12.2.198.10116', '10.1287/orsc.11.4.404.14600', '10.4018/978-1-59140-118-6', '10.1287/isre.2.2.143', '10.1287/isre.3.1.36', '10.1002/kpm.192', '10.2307/2667032', '10.2307/2393771', '10.2307/2393808', '10.7551/mitpress/6289.001.0001', '10.1177/089443939801600306', '10.1007/1-4020-7921-4_3', '10.1145/642611.642714', '10.1145/91474.91485', '10.1145/245108.245123', '10.1002/smj.4250171105', '10.1080/15575330109489697', '10.1086/228311', '10.1145/505248.505251', '10.1007/978-3-540-24748-7', '10.1145/505248.505269']"
0,"Investigating enterprise systems adoption - uncertainty avoidance, intrinsic motivation, and the technology acceptance model",,"['10.1207/s15327965pli1104_01', '10.1086/226550', '10.2307/1251447', '10.1016/s0378-7206(98)00096-2', '10.1016/s0378-7206(97)00006-2', '10.1109/tem.1982.6447463', '10.1016/j.im.2003.08.016', '10.1016/j.im.2003.08.010', '10.1016/s0378-7206(02)00006-x', '10.1016/s0378-7206(01)00143-4', '10.1109/tem.2002.808265', '10.1111/j.1540-5915.1999.tb01611.x', '10.1111/j.1540-5915.2002.tb01646.x', '10.1111/j.1540-5915.1997.tb01322.x', '10.1111/j.1540-5915.1996.tb01822.x', '10.1016/s1071-5819(03)00114-9', '10.2307/3151718', '10.5465/amr.2000.2791606', '10.1006/ijhc.1999.0367', '10.2307/3151312', '10.1057/palgrave.ejis.3000406', '10.1057/palgrave.ejis.3000394', '10.1057/palgrave.ejis.3000407', '10.1057/palgrave.ejis.3000476', '10.1057/palgrave.ejis.3000418', '10.1057/palgrave.ejis.3000411', '10.1080/00223980.1994.9712742', '10.1177/009539978701900101', '10.2307/25148644', '10.2307/25148660', '10.1016/0959-8022(96)00018-5', '10.1111/j.1559-1816.1992.tb00945.x', '10.2307/249753', '10.2307/249749', '10.2307/3250951', '10.2307/249008', '10.1287/isre.2.3.192', '10.1287/isre.8.3.215', '10.1287/isre.6.2.144', '10.2307/2392253', '10.1080/07421222.2004.11045792', '10.1080/07421222.1995.11518072', '10.1287/isre.11.4.342.11872', '10.1287/isre.14.2.146.16016', '10.1287/isre.13.3.316.77', '10.1037/0033-2909.110.2.305', '10.1145/1005817.1005824', '10.1145/1005817.1005823', '10.1037/0022-3514.75.4.976', '10.1016/0749-5978(91)90020-t', '10.1287/mnsc.31.2.134', '10.1145/264701.264706', '10.1145/506139.506144', '10.1145/504350.504356', '10.1080/1097198x.2003.10856342', '10.1287/mnsc.25.9.833', '10.1145/514236.514267', '10.1145/332051.332070', '10.4018/jgim.2002010102']"
