literature_review,abstract,title,references
0,"Proper configuration of security technologies is critical to balance the needs for access and protection of information. The common practice of using a layered security architecture that has multiple technologies amplifies the need for proper configuration because the configuration decision about one security technology has ramifications for the configuration decisions about others. Furthermore, security technologies rely on each other for their operations, thereby affecting each other's contribution. In this paper we study configuration of and interaction between a firewall and intrusion detection systems (IDS). We show that deploying a technology, whether it is the firewall or the IDS, could hurt the firm if the configuration is not optimized for the firm's environment. A more serious consequence of deploying the two technologies with suboptimal configurations is that even if the firm could benefit when each is deployed alone, the firm could be hurt by deploying both. Configuring the IDS and the firewall optimally eliminates the conflict between them, ensuring that if the firm benefits from deploying each of these technologies when deployed alone, it will always benefit from deploying both. When optimally configured, we find that these technologies complement or substitute each other. Furthermore, we find that while the optimal configuration of an IDS does not change whether it is deployed alone or together with a firewall, the optimal configuration of a firewall has a lower detection rate (i.e., allowing more access) when it is deployed with an IDS than when deployed alone. Our results highlight the complex interactions between firewall and IDS technologies when they are used together in a security architecture, and, hence, the need for proper configuration to benefit from these technologies.",Configuration of and Interaction Between Information Security Technologies - The Case of Firewalls and Intrusion Detection Systems,"['10.1145/266420.266434', '10.1287/ijoc.1070.0222', '10.1016/s1389-1286(00)00139-0', '10.1287/deca.1040.0022', '10.1287/deca.1030.0001', '10.1109/csac.1992.228217', '10.1007/978-3-540-24604-6_31', '10.1109/tse.2007.26', '10.1287/isre.1070.0142', '10.1287/isre.1050.0053', '10.1287/isre.1050.0041', '10.1109/secpri.1996.502674', '10.1145/357830.357849', '10.1109/icdcs.2004.1281597', '10.1007/3-540-45831-x_6', '10.1109/secpri.1988.8098', '10.1145/306549.306571', '10.1016/j.jaccpubpol.2003.09.001', '10.1016/0167-4048(93)90029-5', '10.1287/mnsc.1070.0794', '10.1287/mnsc.1060.0568']"
0,"This study addresses the theoretically underexplored question of how fit between project governance configurations, and the knowledge of specialized information technology (IT) and client departments, influences information systems development (ISD) performance. It conceptualizes project governance configurations using two classes of project decisions rights—decision control rights and decision management rights. The paper then develops a middle-range theory of how governance-knowledge fit shapes ISD performance by influencing the effective exercise of these decision rights during the development process. Further, the two dimensions of ISD performance—efficiency and effectiveness—are shaped by different classes of project decision rights. Data from 89 projects in 89 firms strongly support the proposed ideas. Implications for theory and practice are also discussed.",Governance-Knowledge Fit in Systems Development Projects,"['10.1287/mnsc.47.1.1.10668', '10.1287/mnsc.46.12.1554.12072', '10.1287/mnsc.48.7.900.2820', '10.1287/mnsc.48.4.484.204', '10.1086/467037', '10.5465/amr.1989.4279078', '10.1177/0092070300283003', '10.1046/j.1365-2575.2002.00121.x', '10.1109/ms.2002.1003450', '10.1093/icc/9.4.757', '10.2307/3250980', '10.1016/s0959-8022(96)90015-6', '10.1287/orsc.7.1.1', '10.1287/orsc.6.2.147', '10.1287/orsc.1040.0082', '10.2307/249006', '10.2307/249562', '10.2307/249754', '10.2307/248811', '10.1287/isre.6.3.191', '10.1287/isre.8.3.215', '10.1287/isre.10.4.304', '10.1109/tse.1985.231883', '10.1111/1467-937x.00227', '10.1080/07421222.2003.11045774', '10.1287/orsc.13.3.232.2771', '10.1287/isre.8.1.69', '10.1287/isre.1060.0108', '10.1287/isre.1040.0036', '10.1287/isre.14.3.291.16563', '10.1037/0033-2909.86.2.420', '10.1145/986213.986215', '10.1287/mnsc.42.7.1043', '10.1037/0021-9010.86.1.114', '10.1287/mnsc.30.5.586', '10.1002/smj.673', '10.1002/smj.623', '10.1037/0021-9010.88.5.879', '10.1287/mnsc.43.12.1609', '10.1287/mnsc.38.6.757', '10.1287/mnsc.44.10.1321', '10.1145/203330.203345', '10.1287/mnsc.1060.0597', '10.1287/mnsc.1040.0214']"
0,,Introduction to the Special Issue - Flexible and Distributed Information Systems Development - State of the Art and Research Challenges,"['10.1057/palgrave.ejis.3000605', '10.1145/1164394.1164416', '10.2307/25148838', '10.1287/isre.1060.0100']"
0,"Alignment of information systems (IS) strategy with business strategy is a top concern of both the chief information officer (CIO) and the top management team (TMT) of organizations. Even though researchers and key decision makers in organizations recognize the importance of IS strategic alignment, they often struggle to understand how this alignment is created. In this paper, we develop a nomological network in which shared understanding between the CIO and TMT about the role of IS in the organization (which represents the social dimension of IS strategic alignment) is posited to be a proximal antecedent of the intellectual dimension of IS strategic alignment. We further posit that shared language, shared domain knowledge manifest in the CIO's business knowledge and the TMT's strategic IS knowledge, systems of knowing (structural and social), and CIO-TMT experiential similarity are important determinants of this shared understanding. Data were collected from 243 matched CIO-TMT pairs. Results largely support the proposed nomological network. Specifically, shared understanding between the CIO and TMT is a significant antecedent of IS strategic alignment. Furthermore, shared language, shared domain knowledge, and structural systems of knowing influence the development of shared understanding between the CIO and the TMT. Contrary to expectations and to findings of prior research, social systems of knowing, representing informal social interactions between the CIO and TMT, and experiential similarity did not have a significant effect on shared understanding.",Antecedents of IS Strategic Alignment - A Nomological Network,"['10.2307/2393314', '10.5465/amj.2006.21794671', '10.2307/3069341', '10.2307/256901', '10.2307/41166112', '10.2307/41166021', '10.1109/tem.2006.872248', '10.1109/tem.2006.872244', '10.1109/tem.2006.872243', '10.1109/tem.2005.861804', '10.2307/1252283', '10.1177/014920638601200408', '10.1111/j.1540-5915.1994.tb01844.x', '10.5465/amr.1998.533225', '10.2307/3151312', '10.1057/palgrave/ejis/3000422', '10.5465/amr.1984.4277934', '10.1037/0021-9010.69.1.85', '10.2307/256368', '10.1080/07421222.2000.11518269', '10.2307/3250961', '10.2307/3250980', '10.1086/376806', '10.1287/orsc.1040.0093', '10.2307/249730', '10.2307/248686', '10.2307/249620', '10.2307/249507', '10.2307/248780', '10.2307/249542', '10.2307/249562', '10.1147/sj.382.0472', '10.1287/isre.2.3.192', '10.1287/isre.10.4.304', '10.2307/259373', '10.1080/07421222.2005.11045842', '10.1080/07421222.1989.11517854', '10.1080/07421222.1993.11518002', '10.1080/07421222.1996.11518112', '10.1287/isre.8.2.125', '10.1287/isre.12.1.11.9714', '10.2307/2393553', '10.2307/2392984', '10.1037/0022-3514.51.6.1173', '10.1177/109442810032001', '10.2307/256471', '10.1057/jit.1991.28', '10.1002/smj.4250171106', '10.1002/(sici)1097-0266(199908)20:8<763::aid-smj46>3.0.co;2-d']"
0,"Due to publisher error in Granados, N., A. Gupta, R. J. Kauffman. 2010. Research Commentary—Information transparency in business-to-consumer markets: Concepts, framework, and research agenda. Inform. Systems Res. 21(2) 207–226 , the changes below were not made prior to publication. These changes have now been made to the online version. The text below on p. 216 has been deleted. In general, obfuscation strategies with nonprice information making the comparison difficult can also help suppliers differentiate their products and overcome the negative impact of price transparency. Therefore, when faced with price competition, firms may need to embrace enhanced transparency in other dimensions such as product transparency. Figure 2 on p. 210 has been replaced with a new version.",Erratum,
0,"Interest in the area of virtual work continues to increase with articles being written from different disciplinary perspectives—e.g., information systems (IS), management, psychology, and transportation. In this paper, we map research on virtual work to (a) understand the intellectual base from which this field has emerged, (b) explore how this field has evolved over time, and (c) identify clusters of research themes that have emerged over time and the relationships between them. Specifically, we use cocitation analysis of research published in all social science disciplines to map the field at three points in time—1995, 2000, and 2006. Our results show that the field has grown from 9 research clusters in 1995 to 16 in 2006. A comparison across these maps suggests that research in the cluster of “virtual teams” has gained significance even as research in some earlier clusters such as “urban planning and transportation” has lost ground. Our longitudinal analysis identifies relevant concepts, theories, and methodologies that have emerged in the field of virtual work. This analysis can help interested researchers identify how they may want to contribute to the field of virtual work—by adding to popular clusters, by enriching emerging smaller clusters, or by acting as bridges across clusters.",Research Note - Mapping the Field of Virtual Work - A Cocitation Analysis,"['10.1037/0021-9010.92.6.1524', '10.2307/589157', '10.1177/009365092019001003', '10.1103/physrevlett.86.5632', '10.1177/014920630102700309', '10.1177/030631289019003001', '10.1016/0378-7206(84)90041-7', '10.1002/asi.4630240406', '10.1007/s11192-006-0131-z', '10.1111/j.1083-6101.2006.00036.x', '10.1002/(sici)1097-4571(199501)46:1<9::aid-asi2>3.0.co;2-3', '10.1002/(sici)1097-4571(199009)41:6<433::aid-asi11>3.0.co;2-q', '10.1002/(sici)1097-4571(199105)42:4<233::aid-asi1>3.0.co;2-i', '10.1007/s11192-006-0054-8', '10.1007/bf02016349', '10.5465/amr.1985.4278957', '10.5465/amr.2006.22528174', '10.1111/1468-2370.00058', '10.1023/b:scie.0000027678.31097.e0', '10.1023/a:1023619503005', '10.1073/pnas.0307626100', '10.1080/0042098984952', '10.2753/mis0742-1222220401', '10.2753/mis0742-1222220309', '10.1002/job.369', '10.1002/job.144', '10.2307/249476', '10.1080/01944369508975623', '10.1287/orsc.10.6.791', '10.1287/orsc.5.4.502', '10.1287/orsc.6.2.186', '10.1287/orsc.10.4.500', '10.1287/orsc.10.6.777', '10.1287/orsc.5.2.121', '10.1287/orsc.1040.0101', '10.1287/orsc.12.3.346.10098', '10.1016/s0040-1625(97)00070-x', '10.1002/asi.20317', '10.1103/physreve.64.025102', '10.2307/258127', '10.1177/1059601102027001003', '10.1111/j.1540-6520.2006.00126.x', '10.1080/07421222.2000.11045657', '10.1080/07421222.1998.11518185', '10.1287/isre.1060.0104', '10.1287/isre.1050.0044', '10.1111/j.1540-4560.1984.tb00194.x', '10.2307/2092499', '10.1177/030631277400400102', '10.1037/0033-2909.129.1.3', '10.1016/j.amepre.2004.10.016', '10.1016/0030-5073(76)90016-7', '10.1016/0040-1625(84)90077-5', '10.1287/mnsc.38.12.1687', '10.1287/mnsc.32.5.554', '10.1287/mnsc.32.11.1492', '10.1038/30918', '10.1111/j.1460-2466.1989.tb01038.x', '10.1007/bf00186563', '10.1007/bf00186567', '10.1007/bf00186566', '10.1068/a260749']"
0,"Past research has studied how the selection and use of control portfolios in software projects is based on environmental and task characteristics. However, little research has examined the consequences of control mode choices on project performance. This paper reports on a study that addresses this issue in the context of outsourced software projects. In addition, we propose that boundary-spanning activities between the vendor and the client enable knowledge sharing across organizational and knowledge domain boundaries. This is expected to lead to facilitation of control through specific incentives and performance norms that are suited to client needs as well as the vendor context. Therefore, we argue that boundary spanning between the vendor and client moderates the relationship between formal controls instituted by the vendor on the development team and project performance. We also hypothesize the effect of collaboration as a clan control on project performance. We examine project performance in terms of software quality and project efficiency. The research model is empirically tested in the Indian software industry setting on a sample of 96 projects. The results suggest that formal and informal control modes have a significant impact on software project outcomes, but need to be finely tuned and directed toward appropriate objectives. In addition, boundary-spanning activities significantly improve the effectiveness of formal controls. Finally, we find that collaborative culture has provided mixed benefits by enhancing quality but reducing efficiency.",Research Note - The Role of Organizational Controls and Boundary Spanning in Software Development Outsourcing - Implications for Project Performance,"['10.1287/mnsc.46.6.745.11941', '10.1287/mnsc.46.4.451.12056', '10.1287/mnsc.48.4.484.204', '10.1016/b978-1-55860-092-8.50006-x', '10.2307/1251447', '10.1109/tem.2004.835088', '10.1016/j.infsof.2004.03.006', '10.2307/1251742', '10.1111/j.00117315.2004.02059.x', '10.1093/jleo/15.3.704', '10.1111/j.1744-6570.1986.tb00583.x', '10.2307/3151718', '10.1145/384267.305945', '10.1146/annurev.psych.47.1.307', '10.1145/505248.506008', '10.2307/25148682', '10.2307/25148658', '10.2307/30036541', '10.2307/30036537', '10.1287/orsc.7.1.1', '10.1287/orsc.7.4.375', '10.1287/orsc.3.3.383', '10.1287/orsc.1040.0094', '10.1287/orsc.12.4.435.10635', '10.2307/3250967', '10.2307/248975', '10.1287/isre.8.3.215', '10.1109/tse.2003.1205177', '10.1109/tse.2002.1033226', '10.1287/orsc.13.4.442.2953', '10.1287/isre.1050.0055', '10.1287/isre.1040.0036', '10.1287/isre.14.3.291.16563', '10.2307/2393854', '10.1162/003355300554962', '10.1016/s0737-6782(01)00134-5', '10.1016/s0737-6782(01)00134-5', '10.1016/s0167-9236(03)00020-4', '10.1109/mc.2006.37', '10.1016/0304-405x(76)90026-x', '10.1287/mnsc.33.11.1404', '10.1287/mnsc.31.2.134', '10.1002/(sici)1097-0266(199707)18:1+<187::aid-smj936>3.0.co;2-k', '10.1287/mnsc.25.9.833', '10.1002/smj.433', '10.1002/(sici)1097-0266(199707)18:1+<187::aid-smj936>3.3.co;2-b', '10.1037/0021-9010.88.5.879', '10.1287/mnsc.38.6.757', '10.1287/mnsc.49.12.1671.25120']"
0,"Research on software piracy often relies on self-reports by individual users and thus suffers from possible response distortion attributable to a variety of human motivations. Conclusions drawn directly from distorted self-reports may misguide managerial and policy decisions. The randomized response technique (RRT) was proposed as a remedy to response distortion. In this paper, a model based on RRT was used to illustrate how truthful responses to sensitive questions can be empirically estimated. The model was tested in two empirical studies on software piracy. Consistent with our expectations, respondents responding to RRT were more willing to disclose sensitive information about their attitudes, intentions, and behaviors on software piracy. Nontrivial distortions were demonstrated in causal relationships involving sensitive and nonsensitive variables. The study extends RRT to multivariate analysis and illustrates the feasibility and usefulness of the method in studying sensitive behavioral issues in the information systems (IS) domain.",Research Note - Applying the Randomized Response Technique to Elicit Truthful Responses to Sensitive Questions in IS Research - The Case of Software Piracy Behavior,"['10.1177/0049124191020001004', '10.1177/0049124104268664', '10.1177/001872679304600401', '10.4135/9781849209359', '10.4135/9781412985581', '10.1109/tem.2004.835087', '10.1111/j.1540-5915.1991.tb01907.x', '10.1007/bf02723327', '10.1007/bf02294104', '10.2307/25148722', '10.2307/248873', '10.1080/01621459.1969.10500991', '10.1080/10705519909540118', '10.4018/978-1-931777-15-5.ch009', '10.1080/01621459.1965.10480775', '10.1080/01621459.1976.10480332', '10.1080/01621459.1971.10482248', '10.1177/0002764293036004004', '10.1080/07421222.2003.11045759', '10.1080/07421222.1997.11518142', '10.1007/bf00381852', '10.1037/0022-3514.43.4.710', '10.1016/0049-089x(84)90020-6', '10.1016/b978-0-12-590241-0.50006-x', '10.1177/0049124100028004005', '10.1037/1082-989x.1.2.130', '10.1037/0021-9010.88.5.879']"
0,"This paper studies the cross-country diffusion of personal computers (PCs) and the Internet, and examines how the diffusive interactions across these technologies affect the evolution of the global digital divide. We adopt a generalized diffusion model that incorporates the impact of one technology's installed base on the diffusion of the other technology. We estimate the model on data from 26 developing and developed countries between 1991 and 2005. We find that the codiffusion effects between PCs and the Internet are complementary in nature and the impact of PCs on Internet diffusion is substantially stronger in developing countries as compared to developed ones. Furthermore, our results suggest that these codiffusive effects are a significant driver of the narrowing of the digital divide. We also examine the policy implications of our results, especially with respect to how complementarities in the diffusion of PC and Internet technologies might be harnessed to further accelerate the narrowing of the global digital divide.",Complementarities in the Diffusion of Personal Computers and the Internet - Implications for the Global Digital Divide,"['10.1287/mksc.19.4.366.11795', '10.1287/mnsc.46.4.496.12059', '10.1287/mnsc.46.4.548.12057', '10.1162/itid.2007.3.4.iii', '10.2307/1252219', '10.2307/1252170', '10.2307/1252237', '10.1016/s0197-3975(01)00030-3', '10.1109/17.985744', '10.1509/jmkr.38.4.501.18907', '10.1509/jmkr.37.1.47.18722', '10.1016/s1049-0078(02)00186-0', '10.1016/s0040-1625(97)00030-9', '10.1257/aer.91.2.328', '10.1177/0092070397253003', '10.1086/209021', '10.1080/02683960210132061', '10.1016/s0308-5961(02)00100-3', '10.1016/j.ijforecast.2006.01.005', '10.1016/0737-6782(93)90006-c', '10.1016/0040-1625(95)00225-1', '10.1093/oep/gpl024', '10.1057/palgrave.jibs.8490991', '10.1016/s0167-6245(01)00071-3', '10.1162/154247603322493212', '10.1287/mnsc.15.5.215', '10.1287/mnsc.24.15.1589', '10.1016/0737-6782(87)90028-2', '10.1016/j.ijresmar.2004.05.001', '10.1287/mnsc.33.9.1069', '10.1177/002224299005400101', '10.1145/286238.286253', '10.1287/mnsc.21.10.1113', '10.1016/s0737-6782(97)00082-9', '10.1016/s0737-6782(97)00082-9', '10.1287/mnsc.1050.0400']"
0,"A growing number of vendors are using a sequence of online auctions to sell large inventories of identical items. Although bidding strategies and bidder behavior in single auctions have been extensively studied, limited research exists on bidding in sequential auctions. We seek to explain how bidders in such an environment learn from the information, and form and update their willingness to pay (WTP). Using a large data set from an online auction retailer, we analyze the evolution of the bidders' WTP as well as the effect of auction design on bidders' WTP in sequential auctions. We see our study in the context of a longitudinal field experiment, in which we were able to track actions of repeat bidders over an extended period of time. Our results show that bidders' WTP in sequential auctions can be explained from their demand characteristics, their participation experience in previous auctions, outcomes in previous auctions, and auction design parameters. We also observe, characterize, and measure what we call a modified demand reduction effect exhibited across different auctions, over time, by multiunit demand bidders. Our findings are important to enable better auction mechanism design, and more sophisticated bidding tools that explore the rich information environment of sequential auctions.",Understanding Willingness-to-Pay Formation of Repeat Bidders in Sequential Online Auctions,"['10.1257/00028280260344632', '10.1287/ijoc.1070.0247', '10.2307/1911865', '10.1111/j.1467-6451.2007.00309.x', '10.1016/s0165-1765(01)00429-3', '10.1093/acprof:oso/9780195152968.001.0001', '10.1111/j.1365-2966.2007.00408.x', '10.1257/aer.90.4.961', '10.3102/10769986023004323', '10.2307/1061354', '10.1086/209309', '10.1007/s11002-005-5901-5', '10.1007/bf02294247', '10.1093/ei/cbh077', '10.1093/ei/40.4.611', '10.2307/25148623', '10.2307/4132332', '10.1007/s001990050253', '10.1002/(sici)1520-6653(200024)14:1<15::aid-dir2>3.0.co;2-c', '10.1093/oep/gpl032', '10.1006/jeth.1993.1041', '10.1287/isre.14.3.244.16562', '10.1023/a:1008141313927', '10.1016/j.jretai.2006.02.002', '10.1109/tkde.2008.145', '10.1006/obhd.1996.0047', '10.1016/0165-4896(95)00796-2', '10.1007/s10799-006-9181-4', '10.1016/j.jebo.2005.03.011', '10.1145/384150.384160', '10.2307/2556028', '10.2307/1593721', '10.1287/mnsc.49.11.1457.20584']"
0,"Current knowledge management (KM) technologies and strategies advocate two different approaches: knowledge codification and knowledge-sharing networks. However, the extant literature has paid limited attention to the interaction between them. This research draws on the literature on formal modeling of networks to examine the interaction between knowledge codification and knowledge-sharing networks. The analysis suggests that an increase in codification may damage existing network-sharing ties. Anticipating that, individuals may hoard their knowledge to protect their network ties, even when there are nontrivial rewards for codification. We find that despite the aforementioned tension between the codification and the network approach, a firm may still benefit from combining the two approaches. Specifically, when the future sharing potential between knowledge workers is high, a combination of the two approaches may outperform a codification-only or a network-only approach because the codification reward causes fewer network ties to break down, and the benefit from increased codification can offset the loss of some network ties. However, when the future sharing potential is low, an increase in codification reward can quickly break down the whole network. Thus, firms may be better off by pursuing a codification-only or a network-only strategy.",The Interaction Between Knowledge Codification and Knowledge-Sharing Networks,"['10.2307/20159624', '10.2307/1911462', '10.1287/mnsc.49.4.432.14428', '10.2307/41166000', '10.2307/41165954', '10.2307/41165944', '10.1057/palgrave.ejis.3000399', '10.2307/256759', '10.2139/ssrn.650501', '10.2307/30036531', '10.2307/25148667', '10.2307/25148666', '10.2307/25148670', '10.2307/3250961', '10.1287/orsc.9.4.454', '10.1287/orsc.7.2.119', '10.1287/orsc.7.4.428', '10.1287/orsc.3.3.383', '10.2307/3556658', '10.2307/2667032', '10.4159/9780674029095', '10.1287/orsc.13.4.370.2947', '10.2307/256374', '10.1086/316965', '10.1287/mnsc.1040.0349']"
0,"Prior studies investigating business-to-consumer e-commerce have focused predominantly on online shopping by individuals on their own, although consumers often desire to conduct their shopping activities with others. This study explores the important, but seldom studied, topic of collaborative online shopping. It investigates two design components that are pertinent to collaborative online shopping support tools, namely, navigation support and communication support. Results from a laboratory experiment indicate that compared to separate navigation, shared navigation effectively reduces uncoupling (i.e., the loss of coordination with one's shopping partner) incidents per product discussed and leads to fewer communication exchanges dedicated to resolving each uncoupling incident, thereby enhancing coordination performance. Compared to text chat, voice chat does not help reduce the occurrence of uncoupling, but likely increases the efficiency in resolving uncoupling. The results further show that shared navigation and voice chat can significantly enhance the collaborative shoppers' perceptions of social presence derived from their online shopping experiences. The interaction effect on social presence implies that the benefit of shared navigation is higher in the presence of text chat than in the presence of voice chat.",Let's Shop Online Together - An Empirical Investigation of Collaborative Online Shopping Support,"['10.1111/1467-6494.7103003', '10.2307/256377', '10.2307/1250426', '10.1177/009365092019001003', '10.1145/272287.272300', '10.1017/cbo9780511609268', '10.2307/1251841', '10.1207/s15327752jpa4605_12', '10.1177/009365087014005005', '10.1037/10096-006', '10.2979/esj.2003.2.2.7', '10.1016/j.ijhcs.2004.06.003', '10.1016/s1071-5819(03)00024-7', '10.2307/2529310', '10.1080/10864415.1996.11518283', '10.1006/ijhc.2000.0427', '10.1023/b:cmot.0000022753.91962.99', '10.1086/209207', '10.1086/209263', '10.1057/palgrave.ejis.3000431', '10.1177/0092070396243002', '10.1080/101967800750050344', '10.2307/3250921', '10.2307/3250922', '10.2307/248979', '10.1287/orsc.14.3.312.15162', '10.2307/249669', '10.2307/249588', '10.2307/248682', '10.2307/249550', '10.2307/249489', '10.1007/s10550-006-0076-z', '10.1145/352871.352895', '10.1109/hicss.1999.772701', '10.1287/isre.5.1.48', '10.1287/isre.9.3.256', '10.1016/s0090-2616(02)00063-3', '10.1080/07421222.2002.11045707', '10.1080/07421222.2003.11045754', '10.1080/07421222.2002.11045697', '10.1080/07421222.2000.11045648', '10.1080/07421222.2003.11045747', '10.1080/07421222.2004.11045817', '10.1287/isre.1060.0104', '10.1287/isre.1060.0107', '10.1287/isre.1060.0093', '10.1287/isre.13.4.404.72', '10.1287/isre.11.4.386.11874', '10.3233/hsm-2001-20204', '10.1037/0033-2909.84.5.963', '10.1017/cbo9780511620539', '10.1109/tsmca.2006.878977', '10.1207/s15327051hci0704_2', '10.1207/s15327051hci1812_2', '10.1207/s15327051hci1523_4', '10.1016/s0749-596x(03)00022-6', '10.1006/obhd.1995.1024', '10.1145/1121112.1121113', '10.1177/002194369703400106', '10.1287/mnsc.32.5.554', '10.1016/s1567-4223(02)00021-2', '10.1109/3468.852439', '10.1145/179606.179687', '10.1037/0021-9010.88.5.879', '10.1145/263407.263531']"
0,"Enterprise systems software (ESS) is a multibillion dollar industry that produces systems components to support a variety of business functions for a widerange of vertical industry segments. Even if it forms the core of an organization's information systems (IS) infrastructure, there is little prior IS research on the competitive dynamics in this industry. Whereas economic modeling has generally provided the methodological framework for studying standards-driven industries, our research employs social network methods to empirically examine ESS firm competition. Although component compatibility is critical to organizational end users, there is an absence of industry-wide ESS standards and compatibility is ensured through interfirm alliances. First, our research observes that this alliance network does not conform to the equilibrium structures predicted by economics of network evolution supporting the view that it is difficult to identify dominant standards and leaders in this industry. This state of flux combined with the multifirm multicomponent nature of the industry limits the direct applicability of extant analytical models. Instead, we propose that the relative structural position acquired by a firm in its alliance network is a reasonable proxy for its standards dominance and is an indicator of its performance. In lieu of structural measures developed mainly for interpersonal networks, we develop a measure of relative firm prominence specifically for the business software network where benefits of alliances may accrue through indirect connections even if attenuated. Panel data analyses of ESS firms that account for over 95% of the industry revenues, show that our measure provides a superior model fit to extant social network measures. Two interesting counterintuitive findings emerge from our research. First, unlike other software industries compatibility considerations can trump rivalry concerns. We employ quadratic assignment procedure to show that firms freely form alliances even with their rivals. Second, we find that smaller firms enjoy a greater value from acquiring a higher structural position as compared to larger firms.","Alliances, Rivalry, and Firm Performance in Enterprise Systems Software Markets - A Social Network Approach","['10.2307/2393549', '10.1287/mksc.18.3.396', '10.5465/amj.2005.17843941', '10.5465/amj.2005.16928417', '10.2307/20159626', '10.1086/230994', '10.1086/230190', '10.2307/1251775', '10.1017/cbo9780511815478', '10.1145/119311.119314', '10.1086/230091', '10.1177/014920630002600105', '10.1016/s0378-8733(96)00294-8', '10.1016/0378-8733(87)90012-8', '10.1016/0378-8733(78)90021-7', '10.1016/0378-8733(88)90004-4', '10.1093/acprof:oso/9780198288077.001.0001', '10.1016/s0191-3085(00)22009-1', '10.1111/j.1468-2958.1993.tb00317.x', '10.1111/j.1468-2958.1996.tb00375.x', '10.1146/annurev.soc.24.1.1', '10.5465/amr.1979.4498309', '10.1111/1468-0262.00155', '10.2307/256759', '10.2307/25148772', '10.2307/25148667', '10.1287/orsc.10.6.741', '10.1287/orsc.7.2.136', '10.1287/orsc.7.4.428', '10.1287/orsc.8.2.109', '10.1287/orsc.12.1.37.10118', '10.2307/249620', '10.2307/3250983', '10.2307/2393414', '10.4159/9780674029095', '10.1016/0167-6245(94)90002-7', '10.1016/0167-6245(94)90004-3', '10.5465/20159626', '10.1287/isre.1070.0158', '10.1287/isre.11.2.197.11778', '10.1287/isre.11.1.61.11783', '10.2307/2393553', '10.2307/2393679', '10.2307/2666998', '10.2307/2393551', '10.2307/2666962', '10.1016/b978-0-7506-7222-1.50008-8', '10.2307/256895', '10.1177/0170840602234002', '10.1093/oxfordjournals.pan.a004868', '10.1287/mnsc.41.9.1493', '10.1177/0049124193022001006', '10.1080/10438599000000008', '10.1080/10438599000000002', '10.1016/s0969-6997(02)00041-8', '10.1002/smj.4250171112', '10.1002/smj.4250171108', '10.1002/smj.637', '10.1002/smj.4250160602', '10.1002/smj.4250150404', '10.1002/smj.4250120908', '10.1002/(sici)1097-0266(199905)20:5<467::aid-smj38>3.0.co;2-j', '10.1002/(sici)1097-0266(199803)19:3<193::aid-smj949>3.0.co;2-c', '10.1002/(sici)1097-0266(200001)21:1<1::aid-smj63>3.0.co;2-p', '10.1002/(sici)1097-0266(200003)21:3<317::aid-smj90>3.0.co;2-b', '10.1002/smj.418', '10.1111/j.1756-2171.2006.tb00036.x', '10.1037/0021-9010.71.1.50', '10.1016/s0167-7187(00)00068-0', '10.1080/0022250x.1996.9990173', '10.1086/228631', '10.1145/336460.336473', '10.1002/1097-0266(200008)21:8<791::aid-smj121>3.0.co;2-k', '10.1002/(sici)1097-0266(199804)19:4<293::aid-smj982>3.0.co;2-m', '10.1002/smj.179', '10.1016/s0263-2373(01)00028-7', '10.2307/2555701', '10.5465/ambpp.2006.22898634', '10.1287/mnsc.42.12.1627', '10.1086/323038']"
