"citation_key","ENTRYTYPE","author","title","year","type","journal","booktitle","volume","issue","pages","doi"
"LevyJEllis2006","article","Levy, Yair and J. Ellis, Timothy","A systems approach to conduct an effective literature review in support of information systems research","2006","article","Informing Science: International Journal of an Emerging Transdiscipline",,"9",,"181--212","10.28945/479"
"LiLarsen2011","inproceedings","Li, Jingjing and Larsen, Kai R.","Establishing Nomological Networks for Behavioral Science - a Natural Language Processing Based Approach","2011","inproceedings",,"International Conference on Information Systems",,,,
"LiLarsenAbbasi2020","article","Li, Jingjing and Larsen, Kai R. and Abbasi, Ahmed","TheoryOn - A Design Framework and System for Unlocking Behavioral Knowledge Through Ontology Learning","2020","article","MIS Quarterly",,"44","4","1733--1772","10.25300/MISQ/2020/15323"
"LightPillemer1984","book","Light, Richard J and Pillemer, David B","Summing up: The science of reviewing research","1984","book",,,,,,
"LoWangNeumannEtAl2020","inproceedings","Lo, Kyle and Wang, Lucy Lu and Neumann, Mark and Kinney, Rodney and Weld, Daniel S","S2ORC: The Semantic Scholar Open Research Corpus","2020","inproceedings",,"Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics",,,"4969--4983","10.18653/V1/2020.ACL-MAIN.447"
"LoebbeckeElSawyKankanhalliEtAl2020","article","Loebbecke, Claudia and El Sawy, Omar and Kankanhalli, Atreyi and Markus, M. Lynne and Te’eni, Dov and Wrobel, Stefan and Rydén, Pernille and Obeng-Antwi, Astrid","Artificial Intelligence Meets IS Researchers: Can It Replace Us?","2020","article","Communications of the Association for Information Systems",,"47",,"273--283","10.17705/1CAIS.04713"
"MaassParsonsPuraoEtAl2018","article","Maass, Wolfgang and Parsons, Jeffrey and Purao, Sandeep and Storey, Veda C. and Woo, Carson","Data-Driven Meets Theory-Driven Research in the Era of Big Data - Opportunities and Challenges for Information Systems Research","2018","article","Journal of the Association for Information Systems",,"19","12","1253--1273","10.17705/1JAIS.00526"
"MacLure2005","article","MacLure, Maggie","‘Clarity bordering on stupidity’: where’s the quality in systematic review?","2005","article","Journal of Education Policy",,"20","4","393--416","10.1080/02680930500131801"
"MacphersonJones2010","article","Macpherson, Allan and Jones, Oswald","Editorial: Strategies for the development of International Journal of Management Reviews","2010","article","International Journal of Management Reviews",,"12","2","107--113","10.1111/J.1468-2370.2010.00282.X"
"Mandard2022","article","Mandard, Matthieu","On the shoulders of giants? Motives to cite in management research","2022","article","European Management Review",,"19","1","10--21","10.1111/EMRE.12495"
"MarroneHammerle2016","inproceedings","Marrone, Mauricio and Hammerle, Mara","An Integrated Literature Review - Establishing Relevance for Practitioners","2016","inproceedings",,"International Conference on Information Systems",,,,
"MarroneHammerle2017","article","Marrone, Mauricio and Hammerle, Mara","Relevant Research Areas in IT Service Management - An Examination of Academic and Practitioner Literatures","2017","article","Communications of the Association for Information Systems",,"41",,"517--543","10.17705/1CAIS.04123"
"MarshallBrereton2013","inproceedings","Marshall, Christopher and Brereton, Pearl","Tools to support systematic literature reviews in software engineering: a mapping study","2013","inproceedings",,"International Symposium on Empirical Software Engineering and Measurement",,,,"10.1109/ESEM.2013.32"
"MarshallBreretonKitchenham2015","inproceedings","Marshall, Christopher and Brereton, Pearl and Kitchenham, Barbara","Tools to support systematic reviews in software engineering: a cross-domain survey using semi-structured interviews","2015","inproceedings",,"Proceedings of the 19th International Conference on Evaluation and Assessment in Software Engineering",,,,"10.1145/2745802.2745827"
"MarshallNoelStorrKuiperEtAl2018","article","Marshall, Iain J. and Noel-Storr, Anna and Kuiper, Joël and Thomas, James and Wallace, Byron C.","Machine learning for identifying Randomized Controlled Trials: An evaluation and practitioner's guide","2018","article","Research Synthesis Methods",,"9","4","602--614","10.1002/JRSM.1287"
"MarshallWallace2019","article","Marshall, Iain J. and Wallace, Byron C.","Toward systematic review automation: a practical guide to using machine learning tools in research synthesis","2019","article","Systematic Reviews",,"8","1",,"10.1186/S13643-019-1074-9"
"McgowanSampsonSalzwedelEtAl2016","article","Mcgowan, Jessie and Sampson, Margaret and Salzwedel, Douglas M and Cogo, Elise and Foerster, Vicki and Lefebvre, Carol","PRESS Peer Review of Electronic Search Strategies: 2015 Guideline Statement","2016","article","Journal of Clinical Epidemiology",,"75",,"40--46","10.1016/J.JCLINEPI.2016.01.021"
"MesgarpourMUllerHerkner2012a","article","Mesgarpour, Bita and Müller, Markus and Herkner, Harald","Search strategies–identified reports on “off-label” drug use in MEDLINE","2012","article","Journal of Clinical Epidemiology",,"65","8","827--834","10.1016/J.JCLINEPI.2012.01.020"
"MesgarpourMullerHerkner2012","article","Mesgarpour, Bita and Müller, Markus and Herkner, Harald","Search strategies to identify reports on ""off-label"" drug use in EMBASE","2012","article","BMC Medical Research Methodology",,"12","190","1--9","10.1186/1471-2288-12-190"
"MolleriBenitti2015","inproceedings","Molléri, Jefferson Seide and Benitti, Fabiane Barreto Vavassori","Sesra","2015","inproceedings",,"Proceedings of the 19th International Conference on Evaluation and Assessment in Software Engineering",,,,"10.1145/2745802.2745825"
"MontoriWilczynskiMorganEtAl2003","article","Montori, Victor M and Wilczynski, Nancy L and Morgan, Douglas and Haynes, R Brian","Systematic reviews: a cross-sectional study of location and citation counts","2003","article","BMC Medicine",,"1","1",,"10.1186/1741-7015-1-2"
"MullerBlochKranz2015","inproceedings","Müller-Bloch, Christoph and Kranz, Johann","A Framework for Rigorously Identifying Research Gaps in Qualitative Literature Reviews","2015","inproceedings",,"International Conference on Information Systems",,,,
"Mulrow1994","article","Mulrow, Cynthia D","Rationale for systematic reviews","1994","article","The BMJ",,"309","6954","597--599","10.1136/BMJ.309.6954.597"
"NakagawaDunnLagiszEtAl2020","article","Nakagawa, Shinichi and Dunn, Adam G. and Lagisz, Malgorzata and Bannach-Brown, Alexandra and Grames, Eliza M. and Sánchez-Tójar, Alfredo and O’Dea, Rose E. and Noble, Daniel W. A. and Westgate, Martin J. and Arnold, Pieter A. and Barrow, Stuart and Bethel, Alison and Cooper, Eve and Foo, Yong Zhi and Geange, Sonya R. and Hennessy, Emily and Mapanga, Witness and Mengersen, Kerrie and Munera, Claudia and Page, Matthew J. and Welch, Vivian and Haddaway, Neal R.","A new ecosystem for evidence synthesis","2020","article","Nature Ecology & Evolution",,"4","4","498--501","10.1038/S41559-020-1153-2"
"NakagawaSamarasingheHaddawayEtAl2019","article","Nakagawa, Shinichi and Samarasinghe, Gihan and Haddaway, Neal R. and Westgate, Martin J. and O’Dea, Rose E. and Noble, Daniel W.A. and Lagisz, Malgorzata","Research Weaving: Visualizing the Future of Research Synthesis","2019","article","Trends in Ecology & Evolution",,"34","3","224--238","10.1016/J.TREE.2018.11.007"
"NazirAsifAhmadiEtAl2020","article","Nazir, Shahzad and Asif, Muhammad and Ahmadi, Shahbaz and Bukhari, Faisal and Afzal, Muhammad Tanvir and Aljuaid, Hanan","Important citation identification by exploiting content and section-wise in-text citation count","2020","article","PLOS ONE",,"15","3","1--19","10.1371/JOURNAL.PONE.0228885"
"NguyenKanukulaMckenzieEtAlUNKNOWN","article","Nguyen, Phi-Yen and Kanukula, Raju and Mckenzie, Joanne E and Alqaidoom, Zainab and Brennan, Sue E and Haddaway, Neal R and Hamilton, Daniel G and Karunananthan, Sathya and Mcdonald, Steve and Moher, David and Nakagawa, Shinichi and Nunan, David and Tugwell, Peter and Welch, Vivian A and Page, Matthew J","Changing patterns in reporting and sharing of review data in systematic reviews with meta-analysis of the effects of interventions: cross sectional meta-research study","2022","article","Bmj",,"379",,"e072428","10.1136/BMJ-2022-072428"
"NguyenMckenzieHamiltonEtAlUNKNOWN","article","Nguyen, Phi-Yen and Mckenzie, Joanne E and Hamilton, Daniel G and David Moher, . and Tugwell, . Peter and Fidler, Fiona M and Haddaway, Neal R and Julian, . and Higgins, P. T and Kanukula, Raju and Karunananthan, . Sathya and Lara, . and Maxwell, J. and Mcdonald, Steve and Nakagawa, Shinichi and Nunan, David and Welch, Vivian A and Page, Matthew J","Systematic reviewers' perspectives on replication of systematic reviews: A survey","UNKNOWN","article","UNKNOWN",,"UNKNOWN","UNKNOWN",,
"NicolaiSchulzGobel2011","article","Nicolai, Alexander T. and Schulz, Ann-Christine and Göbel, Markus","Between sweet harmony and a clash of cultures: Does a joint academic–practitioner review reconcile rigor and relevance?","2011","article","The Journal of Applied Behavioral Science",,"47","1","53--75","10.1177/0021886310390866"
"NielsenDavison2020","article","Nielsen, Petter and Davison, Robert M.","Predatory journals - A sign of an unhealthy publish or perish game?","2020","article","Information Systems Journal",,"30","4","635--638","10.1111/ISJ.12289"
"OConnorTsafnatGilbertEtAl2018","article","O’Connor, Annette M. and Tsafnat, Guy and Gilbert, Stephen B. and Thayer, Kristina A. and Wolfe, Mary S.","Moving toward the automation of the systematic review process: a summary of discussions at the second meeting of International Collaboration for the Automation of Systematic Reviews (ICASR)","2018","article","Systematic Reviews",,"7","1",,"10.1186/S13643-017-0667-4"
"OMaraEvesThomasMcNaughtEtAl2015","article","O’Mara-Eves, Alison and Thomas, James and McNaught, John and Miwa, Makoto and Ananiadou, Sophia","Using text mining for study identification in systematic reviews: a systematic review of current approaches","2015","article","Systematic reviews",,"4","1",,"10.1186/2046-4053-4-5"
"Oates2011","inproceedings","Oates, Briony J.","Evidence-based information systems - a decade later","2011","inproceedings",,"European Conference on Information Systems",,,,
"Oates2015","article","Oates, Briony J.","On systematic reviews for evidence-based practice","2015","article","Journal of Information Technology",,"30","2","177--179","10.1057/JIT.2015.9"
"OatesEdwardsWainwright2012","inproceedings","Oates, Briony June and Edwards, Helen M. and Wainwright, David W.","A Model-Driven Method for the Systematic Literature Review of Qualitative Empirical Research","2012","inproceedings",,"International Conference on Information Systems",,,,
"OkeefeRankinWallaceEtAl2023","article","O'Keefe, Hannah and Rankin, Judith and Wallace, Sheila A and Beyer, Fiona","Investigation of text-mining methodologies to aid the construction of search strategies in systematic reviews of diagnostic test accuracy-a case study","2023","article","Research Synthesis Methods",,"14","1","79--98","10.1002/JRSM.1593"
"Okoli2012","article","Okoli, Chitu","A critical realist guide to developing theory with systematic literature reviews","2012","article","SSRN Electronic Journal",,,,,"10.2139/SSRN.2115818"
"Okoli2015","article","Okoli, Chitu","A Guide to Conducting a Standalone Systematic Literature Review","2015","article","Communications of the Association for Information Systems",,"37",,,"10.17705/1CAIS.03743"
"Okoli2019","inproceedings","Okoli, Chitu","A citation analysis of theoretical concept reviews","2019","inproceedings",,"Americas Conference on Information Systems",,,,
"OkoliSchabram2010","article","Okoli, Chitu and Schabram, Kira","A guide to conducting a systematic literature review of information systems research","2010","article","SSRN Electronic Journal",,,,,"10.2139/SSRN.1954824"
"Oliver1987","article","Oliver, Laurel W","Research integration for psychologists: An overview of approaches","1987","article","Journal of Applied Psychology",,"17","10","860--874","10.1111/J.1559-1816.1987.TB00295.X"
"OrtizDeGuineaPare2017","inbook","Ortiz De Guinea, Ana and Paré, Guy","The Routledge Companion to Management Information Systems","2017","inbook",,,,,,
"OtteTrojel2016","inbook","Otte-Trojel, Terese and Wong, Geoff","Evidence-Based Health Informatics","2016","inbook",,,"222","Evidence-Based Health Informatics","275--287","10.3233/978-1-61499-635-4-275"
"PageMcKenzieBossuytEtAl2021","article","Page, Matthew J. and McKenzie, Joanne E. and Bossuyt, Patrick M. and Boutron, Isabelle and Hoffmann, Tammy C. and Mulrow, Cynthia D. and Shamseer, Larissa and Tetzlaff, Jennifer M. and Akl, Elie A. and Brennan, Sue E. and Chou, Roger and Glanville, Julie and Grimshaw, Jeremy M. and Hróbjartsson, Asbjørn and Lalu, Manoj M. and Li, Tianjing and Loder, Elizabeth W. and Mayo-Wilson, Evan and McDonald, Steve and McGuinness, Luke A. and Stewart, Lesley A. and Thomas, James and Tricco, Andrea C. and Welch, Vivian A. and Whiting, Penny and Moher, David","The PRISMA 2020 statement: an updated guideline for reporting systematic reviews","2021","article","Systematic Reviews",,"10","1",,"10.1186/S13643-021-01626-4"
"PageNguyenHamiltonEtAl2022","article","Page, Matthew J and Nguyen, Phi-Yen and Hamilton, Daniel G and Haddaway, Neal R and Kanukula, Raju and Moher, David and Mckenzie, Joanne E","Data and code availability statements in systematic reviews of interventions were often missing or inaccurate: a content analysis","2022","article","Journal of Clinical Epidemiology",,"147",,"1--10","10.1016/J.JCLINEPI.2022.03.003"
"PallathZhangZhangUNKNOWN","article","Pallath, Akash and Zhang, . Qiyang and Zhang, Qiyang"," Paperfetcher : A tool to automate handsearching and citation searching for systematic reviews","2023","article","Research Synthesis Methods",,"14","1","323--335","10.1002/JRSM.1604"
"PallathZhangZhangUNKNOWNa","article","Pallath, Akash and Zhang, . Qiyang and Zhang, Qiyang","Paperfetcher: A tool to automate handsearching and citation searching for systematic reviews","UNKNOWN","article","UNKNOWN",,"UNKNOWN","UNKNOWN",,
"PallathZhangZhangUNKNOWNb","article","Pallath, Akash and Zhang, . Qiyang and Zhang, Qiyang","Paperfetcher: A tool to automate handsearching and citation searching for systematic reviews","UNKNOWN","article","UNKNOWN",,"UNKNOWN","UNKNOWN",,
"PandeyPandeyPandey2019","article","Pandey, Sheela and Pandey, Sanjay K and Pandey, Sheela","Applying Natural Language Processing Capabilities in Computerized Textual Analysis to Measure Organizational Culture","2019","article","Organizational Research Methods",,"22","3","765--797","10.1177/1094428117745648"
"PapaioannouSuttonCarrollEtAl2009","article","Papaioannou, Diana and Sutton, Anthea and Carroll, Christopher and Booth, Andrew and Wong, Ruth","Literature searching for social science systematic reviews: consideration of a range of search techniques","2009","article","Health Information & Libraries Journal",,"27","2","114--122","10.1111/J.1471-1842.2009.00863.X"
"Pare2017","misc","Paré, Guy","Literature reviews and knowledge synthesis (course description)","2017","misc",,,,,,
"PareTateJohnstoneEtAl2016","article","Paré, Guy and Tate, Mary and Johnstone, David and Kitsiou, Spyros","Contextualizing the twin concepts of systematicity and transparency in information systems literature reviews","2016","article","European Journal of Information Systems",,"25","6","493--508","10.1057/S41303-016-0020-3"
"PareTrudelJaanaEtAl2015","article","Paré, Guy and Trudel, Marie-Claude and Jaana, Mirou and Kitsiou, Spyros","Synthesizing information systems knowledge - A typology of literature reviews","2015","article","Information & Management",,"52","2","183--199","10.1016/J.IM.2014.08.008"
"Patriotta2020","article","Patriotta, Gerardo","Writing Impactful Review Articles","2020","article","Journal of Management Studies",,"57","6","1272--1276","10.1111/JOMS.12608"
"PaulKhatriDuggalUNKNOWN","article","Paul, Justin and Khatri, Puja and Duggal, Harshleen Kaur","Frameworks for developing impactful systematic literature reviews and theory building: What, Why and How?","UNKNOWN","article","UNKNOWN",,"UNKNOWN","UNKNOWN",,
"PawsonGreenhalghGillEtAl2005","article","Pawson, Ray and Greenhalgh, Trisha and Gill, Harvey and Walshe, Kieran","Realist review - a new method of systematic review designed for complex policy interventions","2005","article","Journal of Health Services Research & Policy",,"10","1","S1:21--S1:34","10.1258/1355819054308530"
"PetersGodfreyKhalilEtAl2015","article","Peters, Micah D.J. and Godfrey, Christina M. and Khalil, Hanan and McInerney, Patricia and Parker, Deborah and Soares, Cassia Baldini","Guidance for conducting systematic scoping reviews","2015","article","International Journal of Evidence-Based Healthcare",,"13","3","141--146","10.1097/XEB.0000000000000050"
"PetersonCrittenden2012","article","Peterson, Robert A. and Crittenden, Victoria L.","On the impactfulness of theory and review articles","2012","article","AMS Review",,"2","1","1--4","10.1007/S13162-012-0025-6"
"PetticrewRoberts2006","book","Petticrew, M. and Roberts, H.","Systematic reviews in the Social Sciences","2006","book",,,"11","3","244--245",
"PhamRajicGreigEtAl2014","article","Pham, Mai T and Rajić, Andrijana and Greig, Judy D and Sargeant, Jan M and Papadopoulos, Andrew and Mcewen, Scott A","A scoping review of scoping reviews: advancing the approach and enhancing the consistency","2014","article","Research Synthesis Methods",,"5","4","371--385","10.1002/JRSM.1123"
"PhamRajicGreigEtAl2014a","article","Pham, Mai T and Rajić, Andrijana and Greig, Judy D and Sargeant, Jan M and Papadopoulos, Andrew and Mcewen, Scott A","A scoping review of scoping reviews: advancing the approach and enhancing the consistency","2014","article","UNKNOWN",,"UNKNOWN","UNKNOWN",,
"PhamRajicGreigEtAl2014b","article","Pham, Mai T and Rajić, Andrijana and Greig, Judy D and Sargeant, Jan M and Papadopoulos, Andrew and Mcewen, Scott A","A scoping review of scoping reviews: advancing the approach and enhancing the consistency","2014","article","Research Synthesis Methods",,"5","4","371--385","10.1002/JRSM.1123"
"PieperBuechterJerinicEtAl2012","article","Pieper, Dawid and Buechter, Roland and Jerinic, Petra and Eikermann, Michaela","Overviews of reviews often have limited rigor: a systematic review","2012","article","Journal of Clinical Epidemiology",,"65","12","1267--1273","10.1016/J.JCLINEPI.2012.06.015"
"Pillemer1984","article","Pillemer, David B","Conceptual issues in research synthesis","1984","article","The Journal of Special Education",,"18","1","27--40","10.1177/002246698401800105"
"PopeMaysPopay2007","book","Pope, Catherine and Mays, Nicholas and Popay, Jennie","Synthesizing qualitative and quantitative health evidence","2007","book",,,,,,
"PorchTimbrellRosemann2015","inproceedings","Porch, Callam and Timbrell, Greg and Rosemann, Michael","Platforms: A systematic review of the literautre using algorithmic historiography","2015","inproceedings",,"European Conference on Information Systems",,,"1--17",
"PorterKongthonLu2002","article","Porter, Alan L and Kongthon, Alisa and Lu, J. C","Research profiling: Improving the literature review","2002","article","Scientometrics",,"53","3","351--370","10.1023/A:1014873029258"
"PostSaralaGatrellEtAl2020","article","Post, Corinne and Sarala, Riikka and Gatrell, Caroline and Prescott, John E.","Advancing theory with review articles","2020","article","Journal of Management Studies",,"57","2","351--376","10.1111/JOMS.12549"
"PresterWagnerSchryen2018","inproceedings","Prester, Julian and Wagner, Gerit and Schryen, Guido","Classifying the Ideational Impact of IS Review Articles - A Natural Language Processing Based Approach","2018","inproceedings",,"International Conference on Information Systems",,,,
"QureshiShaughnessyGillEtAlUNKNOWN","article","Qureshi, Riaz and Shaughnessy, Daniel and Gill, Kayden A R and Robinson, Karen A and Li, Tianjing and Agai, Eitan","Are ChatGPT and large language models ""the answer"" to bringing us closer to systematic review automation?","UNKNOWN","article","UNKNOWN",,"UNKNOWN","UNKNOWN",,
"RUckerReiserMotschallEtAl2011","article","Rücker, Gerta and Reiser, Veronika and Motschall, Edith and Binder, Harald and Meerpohl, J. and Antes, Gerd and Schumacher, Martin","Boosting qualifies capture-recapture methods for estimating the comprehensiveness of literature searches for systematic reviews","2011","article","Journal of Clinical Epidemiology",,"64","12","1364--1372","10.1016/J.JCLINEPI.2011.03.008"
"RaischKrakowski2020","article","Raisch, Sebastian and Krakowski, Sebastian","Artificial intelligence and management: the automation-augmentation paradox","2020","article","Academy of Management Review",,,,"192--210","10.5465/2018.0072"
"RamaprasadSyn2015","article","Ramaprasad, Arkalgud and Syn, Thant","Ontological Meta-Analysis and Synthesis","2015","article","Communications of the Association for Information Systems",,"37",,,"10.17705/1CAIS.03707"
"RandoBocaLucyEtAl2021","article","Rando, Halie M and Boca, Simina M and D', Lucy and Mcgowan, Agostino and Himmelstein, Daniel S and Robson, Michael P and Rubinetti, Vincent and Velazquez, Ryan and Consortium, Review and Greene, Casey S and Gitter, Anthony","An Open-Publishing Response to the COVID-19 Infodemic","2021","article","UNKNOWN",,"UNKNOWN","UNKNOWN",,
"Randolph2009","article","Randolph, Justus J.","A guide to writing the dissertation literature review","2009","article","UNKNOWN",,"UNKNOWN","UNKNOWN",,"10.7275/B0AZ-8T74"
"RathboneCarterHoffmannEtAl2015","article","Rathbone, John and Carter, Matt and Hoffmann, Tammy and Glasziou, Paul","Better duplicate detection for systematic reviewers: evaluation of Systematic Review Assistant-Deduplication Module","2015","article","Systematic Reviews",,"4","1",,"10.1186/2046-4053-4-6"
"Reissner2018","article","Reissner, Stefanie C.","Interactional Challenges and Researcher Reflexivity: Mapping and Analysing Conversational Space","2018","article","European Management Review",,"15","2","205--219","10.1111/EMRE.12111"
"Relevo2012","article","Relevo, Rose","Chapter 4: Effective Search Strategies for Systematic Reviews of Medical Tests","2012","article","Journal of General Internal Medicine",,"27","suppl 1","28--32","10.1007/S11606-011-1873-8"
"Ridley2012","book","Ridley, Diana","The literature review","2012","book",,,,,,
"Rivard2014","article","Rivard, S.","Editor's comments: the ions of theory construction","2014","article","UNKNOWN",,"UNKNOWN","UNKNOWN",,
"Rivard2022","article","Rivard, Suzanne","The JSIS annual review issue: A case of swift institutionalization","2022","article","The Journal of Strategic Information Systems",,,,"101722","10.1016/J.JSIS.2022.101722"
"RobinsonSaldanhaMckoy2011","article","Robinson, Karen A. and Saldanha, Ian J. and Mckoy, Naomi A.","Development of a framework to identify research gaps from systematic reviews","2011","article","Journal of Clinical Epidemiology",,"64","12","1325--1330","10.1016/J.JCLINEPI.2011.06.009"
"RodgersHunter1994","article","Rodgers, Robert and Hunter, John E.","The discard of study evidence by literature reviewers","1994","article","The Journal of Applied Behavioral Science",,"30","3","329--345","10.1177/0021886394303005"
"RousseauManningDenyer2008","techreport","Rousseau, Denise M. and Manning, Joshua and Denyer, David","Evidence in management and organizational science: assembling the field's full weight of scientific knowledge through syntheses","2008","techreport",,,,,,"10.2139/SSRN.1309606"
"Rowe2012","article","Rowe, Frantz","Toward a richer diversity of genres in information systems research - new categorization and guidelines","2012","article","European Journal of Information Systems",,"21","5","469--478","10.1057/EJIS.2012.38"
"Rowe2014","article","Rowe, Frantz","What literature review is not - diversity, boundaries and recommendations","2014","article","European Journal of Information Systems",,"23","3","241--255","10.1057/EJIS.2014.7"
"RuizRubePersonMotaEtAl2018","inproceedings","Ruiz-Rube, Iván and Person, Tatiana and Mota, José Miguel and Dodero, Juan Manuel and González-Toro, Ángel Rafael","Evidence-based systematic literature reviews in the cloud","2018","inproceedings",,"International Conference on Intelligent Data Engineering and Automated Learning",,,"105--112","10.1007/978-3-030-03496-2_12"
"RumrillFitzgeraldMerchant2010","article","Rumrill, Phillip D. and Fitzgerald, Shawn M. and Merchant, William R.","Using scoping literature reviews as a means of understanding and interpreting existing literature","2010","article","Work",,"35","3","399--404","10.3233/WOR-2010-0998"
"RycroftMaloneMccormackHutchinsonEtAl2012","article","Rycroft-Malone, Jo and Mccormack, Brendan and Hutchinson, Alison M and Decorby, Kara and Bucknall, Tracey K and Kent, Bridie and Schultz, Alyce and Snelgrove-Clarke, Erna and Stetler, Cheryl B and Titler, Marita and Wallin, Lars and Wilson, Val","Realist synthesis: illustrating the method for implementation research","2012","article","Implementation Science",,"7","33",,"10.1186/1748-5908-7-33"
"SallesDosReisLuizaDeOliveiraEtAlUNKNOWN","article","Salles Dos Reis, Ana Helena and Luiza, Ana and De Oliveira, Miranda and Fritsch, Carolina and Zouch, James and Ferreira, Paulo and Cunha Polese, Janaine and Cunha, Janaine and Polese, Janaine Cunha","Usefulness of machine learning softwares to screen titles of systematic reviews: a methodological study","2023","article","Systematic Reviews",,"12",,,"10.1186/S13643-023-02231-3"
"SammonNagleOraghallaigh2010","inproceedings","Sammon, David and Nagle, Tadhg and O'Raghallaigh, Paidi","Assessing the theoretical strength within the literature review process: a tool for doctoral researchers","2010","inproceedings",,"Bridging the Socio-technical Gap in Decision Support Systems","212",,"73--84","10.3233/978-1-60750-577-8-73"
"SandbergAlvesson2011","article","Sandberg, Jörgen and Alvesson, Mats","Ways of constructing research questions: gap-spotting or problematization?","2011","article","Organization",,"18","1","23--44","10.1177/1350508410372151"
"SaundersCarteJaspersonEtAl2003","article","Saunders, Carol and Carte, Traci A. and Jasperson, Jon and Butler, Brian S.","Lessons learned from the Trenches of Metatriangulation Research","2003","article","Communications of the Association for Information Systems",,"11",,"245--270","10.17705/1CAIS.01114"
"SaundersLewisThornhill2009","book","Saunders, Mark and Lewis, Philip and Thornhill, Adrian","Research methods for business students","2009","book",,,,,,
"Schryen2015","article","Schryen, Guido","Writing Qualitative IS Literature Reviews - Guidelines for Synthesis, Interpretation, and Guidance of Research","2015","article","Communications of the Association for Information Systems",,"37",,"286--325","10.17705/1CAIS.03712"
"SchryenWagnerBenlian2015","inproceedings","Schryen, Guido and Wagner, Gerit and Benlian, Alexander","Theory of Knowledge for Literature Reviews - An Epistemological Model, Taxonomy and Empirical Analysis of IS Literature","2015","inproceedings",,"International Conference on Information Systems",,,,
"SchryenWagnerBenlianEtAl2020","article","Schryen, Guido and Wagner, Gerit and Benlian, Alexander and Paré, Guy","A Knowledge Development Perspective on Literature Reviews - Validation of a new Typology in the IS Field","2020","article","Communications of the Association for Information Systems",,"46",,"134--186","10.17705/1CAIS.04607"
"Schultze2015","article","Schultze, Ulrike","Skirting SLR's language trap - reframing the 'systematic' vs 'traditional' literature review opposition as a continuum","2015","article","Journal of Information Technology",,"30","2","180--184","10.1057/JIT.2015.10"
"Schumacher2018","article","Schumacher, Thomas","'When shall we three Meet Again' PPRIG as a Practitioner-Practitioner-Researcher Collaboration Approach","2018","article","European Management Review",,"15","3","395--410","10.1111/EMRE.12159"
"SchwarzMehtaJohnsonEtAl2007","article","Schwarz, Andrew and Mehta, Manjari and Johnson, Norman and Chin, Wynne W.","Understanding frameworks and reviews","2007","article","ACM SIGMIS Database: the DATABASE for Advances in Information Systems",,"38","3","29--50","10.1145/1278253.1278259"
"ScottForbesClarkEtAl2021","article","Scott, Anna Mae and Forbes, Connor and Clark, Justin and Carter, Matt and Glasziou, Paul and Munn, Zachary","Systematic review automation tools improve efficiency but lack of knowledge impedes their adoption: a survey","2021","article","Journal of Clinical Epidemiology",,"138",,"80--94","10.1016/J.JCLINEPI.2021.06.030"
"SeeberBittnerBriggsEtAl2020","article","Seeber, Isabella and Bittner, Eva A. C. and Briggs, Robert O. and de Vreede, Triparna and de Vreede, Gert-Jan and Elkins, Aaron and Maier, Ronald and Merz, Alexander B. and Oeste-Reiß, Sarah and Randrup, Nils L. and Schwabe, Gerhard and Söllner, Matthias","Machines as teammates - A research agenda on AI in team collaboration","2020","article","Information & Management",,"57","2","103174","10.1016/J.IM.2019.103174"
"ShamliyanKaneDickinson2010","article","Shamliyan, Tatyana and Kane, Robert L. and Dickinson, Stacy","A systematic review of tools used to assess the quality of observational studies that examine incidence or prevalence and risk factors for diseases","2010","article","Journal of Clinical Epidemiology",,"63","10","1061--1070","10.1016/J.JCLINEPI.2010.04.014"
"SharmaBansal2020","article","Sharma, Garima and Bansal, Pratima (Tima)","Partnering up: Including managers as research partners in systematic reviews","2020","article","Organizational Research Methods",,"26","2",,"10.1177/1094428120965706"
"ShemiltSimonHollandsEtAl2014","article","Shemilt, Ian and Simon, Antonia and Hollands, Gareth J. and Marteau, Theresa M. and Ogilvie, David and O'Mara‐Eves, Alison and Kelly, Michael P. and Thomas, James","Pinpointing needles in giant haystacks: use of text mining to reduce impractical screening workload in extremely large scoping reviews","2014","article","Research Synthesis Methods",,"5","1","31--49","10.1002/JRSM.1093"
"ShepperdLewinStrausEtAl2009","article","Shepperd, Sasha and Lewin, Simon and Straus, Sharon and Clarke, Mike and Eccles, Martin P and Fitzpatrick, Ray and Wong, Geoff and Sheikh, Aziz","Can we systematically review studies that evaluate complex interventions?","2009","article","PLoS Medicine",,"6","8","1--8","10.1371/JOURNAL.PMED.1000086"
"Short2009","article","Short, Jeremy","The art of writing a review article","2009","article","Journal of Management",,"35","6","1312--1317","10.1177/0149206309337489"
